pipeline,question,gold_answers,prediction,em,f1,retrieval_hit,retrieval_latency_sec,generation_latency_sec,total_latency_sec,retrieved_chunk_ids,retrieved_scores,dataset
hybrid,What is the name of the Salvador Dali painting that shows clocks oozing over a landscape?,"['The Persistence Of Memory', 'Persistance of Memory', 'Drooping clocks', 'Soft Watches', 'Melting Clocks', 'The Persistence of Memory', 'Melted clocks', 'La persistencia de la memoria', 'The Peristence of Memory', 'The Persistance of Memory', 'La Persistència de la Memòria', 'The persistence of memory', 'La persistencia de memoria', 'La Persistencia de Memoria', 'La Persistance de la memoire']",the persistence of memory,1.0,1.0,1,0.1231209000002309,1.3222544000000198,1.4453753000002507,"[11730, 11752, 11776]","[0.032266458495966696, 0.0315136476426799, 0.03125]",trivia_qa
dense,What name is given to a baby marsupial?,"['Joey', 'Joey (disambiguation)', 'Joey (song)', 'Joey (film)']",joey,1.0,1.0,1,0.014730600000348204,1.4055040000002919,1.42023460000064,"[9766, 9756, 9765]","[0.7260042428970337, 0.6861716508865356, 0.6705405712127686]",trivia_qa
sparse,What name is given to a baby marsupial?,"['Joey', 'Joey (disambiguation)', 'Joey (song)', 'Joey (film)']",dave,0.0,0.0,1,0.04774200000019846,1.3640743999999358,1.4118164000001343,"[7768, 13082, 16728]","[1.0, 0.9512778303529374, 0.9442528950233718]",trivia_qa
hybrid,What name is given to a baby marsupial?,"['Joey', 'Joey (disambiguation)', 'Joey (song)', 'Joey (film)']",joey,1.0,1.0,1,0.07352519999994911,1.2091762000000017,1.2827013999999508,"[9765, 9767, 9766]","[0.03125763125763126, 0.030309988518943745, 0.01639344262295082]",trivia_qa
dense,Which country does the airline TAAG come from?,"['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO']",african,0.0,0.0,1,0.017307199999777367,1.5183434000000489,1.5356505999998262,"[1455, 1452, 1453]","[0.5553828477859497, 0.5513501167297363, 0.536637544631958]",trivia_qa
sparse,Which country does the airline TAAG come from?,"['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO']",african,0.0,0.0,1,0.07844350000004852,1.4036157000000458,1.4820592000000943,"[1452, 1453, 1450]","[1.0, 0.917955803534639, 0.9095321205529521]",trivia_qa
hybrid,Which country does the airline TAAG come from?,"['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO']",african,0.0,0.0,1,0.07407809999995152,1.4881811999998718,1.5622592999998233,"[1452, 1453, 1450]","[0.03252247488101534, 0.03200204813108039, 0.03125763125763126]",trivia_qa
dense,Throughout the 80s and 90s Phil Collins recorded on which record label?,"['Atlantic', 'Sea of Atlas', 'The Pond', 'Ethiopic Ocean', 'Across the pond', 'North Atlantic', 'The Atlantic Ocean', 'North Atlantic ocean', 'Northern Atlantic', 'Altantic Ocean', 'Atlantis Thalassa', 'Atlantic basic', 'The pond', 'Atlantic basin', 'Atlantic Oceans', 'Occidental Ocean', 'Ethiopian Ocean', 'North Atlantic fisheries', 'Atlantic Basic', 'North-East Atlantic', 'Atlantic Basin', 'Atlantic ocean', 'Atlantic (ocean)', 'Antlantic Ocean', 'South Atlantic Ocean', 'Oceanvs Occidentalis', 'Atlantic Ocean', 'Central Atlantic', 'South Atlantic', 'East Atlantic', 'North Atlantic Ocean', 'Altantic ocean', 'Atlantic coast']",genesis,0.0,0.0,0,0.009918000000197935,1.3770524999999907,1.3869705000001886,"[11353, 11377, 11354]","[0.721616268157959, 0.6816935539245605, 0.672853946685791]",trivia_qa
sparse,Throughout the 80s and 90s Phil Collins recorded on which record label?,"['Atlantic', 'Sea of Atlas', 'The Pond', 'Ethiopic Ocean', 'Across the pond', 'North Atlantic', 'The Atlantic Ocean', 'North Atlantic ocean', 'Northern Atlantic', 'Altantic Ocean', 'Atlantis Thalassa', 'Atlantic basic', 'The pond', 'Atlantic basin', 'Atlantic Oceans', 'Occidental Ocean', 'Ethiopian Ocean', 'North Atlantic fisheries', 'Atlantic Basic', 'North-East Atlantic', 'Atlantic Basin', 'Atlantic ocean', 'Atlantic (ocean)', 'Antlantic Ocean', 'South Atlantic Ocean', 'Oceanvs Occidentalis', 'Atlantic Ocean', 'Central Atlantic', 'South Atlantic', 'East Atlantic', 'North Atlantic Ocean', 'Altantic ocean', 'Atlantic coast']",genesis,0.0,0.0,0,0.055593799999769544,1.303355300000021,1.3589490999997906,"[11390, 11377, 11376]","[1.0, 0.9806940127855743, 0.9581953535101524]",trivia_qa
hybrid,Throughout the 80s and 90s Phil Collins recorded on which record label?,"['Atlantic', 'Sea of Atlas', 'The Pond', 'Ethiopic Ocean', 'Across the pond', 'North Atlantic', 'The Atlantic Ocean', 'North Atlantic ocean', 'Northern Atlantic', 'Altantic Ocean', 'Atlantis Thalassa', 'Atlantic basic', 'The pond', 'Atlantic basin', 'Atlantic Oceans', 'Occidental Ocean', 'Ethiopian Ocean', 'North Atlantic fisheries', 'Atlantic Basic', 'North-East Atlantic', 'Atlantic Basin', 'Atlantic ocean', 'Atlantic (ocean)', 'Antlantic Ocean', 'South Atlantic Ocean', 'Oceanvs Occidentalis', 'Atlantic Ocean', 'Central Atlantic', 'South Atlantic', 'East Atlantic', 'North Atlantic Ocean', 'Altantic ocean', 'Atlantic coast']",genesis,0.0,0.0,0,0.09401889999980995,1.3523315000002185,1.4463504000000285,"[11377, 11390, 11376]","[0.03225806451612903, 0.031099324975891997, 0.031024531024531024]",trivia_qa
dense,Who was the first Hanover King of England?,"['George I', 'George the First', 'King George I', 'George 1', 'George I (disambiguation)']",george i louis,0.0,0.8,1,0.009199600000101782,1.6236484000000928,1.6328480000001946,"[17609, 17610, 17605]","[0.6510429382324219, 0.568182110786438, 0.5495626926422119]",trivia_qa
sparse,Who was the first Hanover King of England?,"['George I', 'George the First', 'King George I', 'George 1', 'George I (disambiguation)']",teviotdale,0.0,0.0,1,0.06226749999996173,1.9234526000000187,1.9857200999999804,"[17670, 17611, 17610]","[1.0, 0.9878279563630562, 0.9773850810575713]",trivia_qa
hybrid,Who was the first Hanover King of England?,"['George I', 'George the First', 'King George I', 'George 1', 'George I (disambiguation)']",george i louis,0.0,0.8,1,0.11424639999995634,1.89351809999971,2.0077644999996664,"[17610, 17609, 17611]","[0.03200204813108039, 0.03177805800756621, 0.031054405392392875]",trivia_qa
dense,Which `B` was the name of the mechanical shark used in the original `Jaws` film?,['Bruce'],bruce,1.0,1.0,1,0.023165200000221375,1.5945199000002503,1.6176851000004717,"[12258, 12295, 12240]","[0.6501442193984985, 0.6448113918304443, 0.6359519958496094]",trivia_qa
sparse,Which `B` was the name of the mechanical shark used in the original `Jaws` film?,['Bruce'],killer shark,0.0,0.0,0,0.10405260000015915,1.3531402000003254,1.4571928000004846,"[12295, 12298, 8385]","[1.0, 0.9836465028912514, 0.9761950587838738]",trivia_qa
hybrid,Which `B` was the name of the mechanical shark used in the original `Jaws` film?,['Bruce'],devil fish,0.0,0.0,0,0.12967140000000654,1.3268972999999278,1.4565686999999343,"[12295, 12294, 12240]","[0.03252247488101534, 0.03125, 0.031024531024531024]",trivia_qa
dense,Which Scottish newspaper features the Broons and Oor Wullie?,"['The Sunday Post', 'Sunday Post']",the sunday post,1.0,1.0,1,0.023927500000354485,1.3973217000002478,1.4212492000006023,"[9817, 9829, 9830]","[0.7273238897323608, 0.7249839901924133, 0.5756356716156006]",trivia_qa
sparse,Which Scottish newspaper features the Broons and Oor Wullie?,"['The Sunday Post', 'Sunday Post']",the sunday post,1.0,1.0,1,0.060926999999992404,1.3527610000001005,1.4136880000000929,"[9817, 9829, 9831]","[1.0, 0.9602755852339464, 0.720363732876638]",trivia_qa
hybrid,Which Scottish newspaper features the Broons and Oor Wullie?,"['The Sunday Post', 'Sunday Post']",the sunday post,1.0,1.0,1,0.07011020000027202,1.456470999999965,1.526581200000237,"[9817, 9829, 9831]","[0.03278688524590164, 0.03225806451612903, 0.03125763125763126]",trivia_qa
dense,The Ducati is manufactured in which city and what country?,"['Bologna, Italy', 'Comune di Bologna', 'Bolognese', 'Commune di Bologna', 'Bulåggna', 'Bologna', 'Bolagna', 'Bologne', 'UN/LOCODE:ITBLQ', 'History of Bologna', 'Felsina', 'Bologna (Italy)', 'בולוניה', 'Bologna italy']",north america,0.0,0.0,1,0.02522869999984323,1.6145372000000862,1.6397658999999294,"[10083, 10082, 10072]","[0.6485998034477234, 0.6364679336547852, 0.6063067317008972]",trivia_qa
sparse,The Ducati is manufactured in which city and what country?,"['Bologna, Italy', 'Comune di Bologna', 'Bolognese', 'Commune di Bologna', 'Bulåggna', 'Bologna', 'Bolagna', 'Bologne', 'UN/LOCODE:ITBLQ', 'History of Bologna', 'Felsina', 'Bologna (Italy)', 'בולוניה', 'Bologna italy']",north america,0.0,0.0,0,0.06640909999987343,1.5698651000002428,1.6362742000001163,"[10082, 10077, 10078]","[1.0, 0.9868171635814421, 0.9679006708097514]",trivia_qa
hybrid,The Ducati is manufactured in which city and what country?,"['Bologna, Italy', 'Comune di Bologna', 'Bolognese', 'Commune di Bologna', 'Bulåggna', 'Bologna', 'Bolagna', 'Bologne', 'UN/LOCODE:ITBLQ', 'History of Bologna', 'Felsina', 'Bologna (Italy)', 'בולוניה', 'Bologna italy']",bologna,1.0,1.0,1,0.08614400000033129,1.5554082999997263,1.6415523000000576,"[10082, 10083, 10062]","[0.03252247488101534, 0.03177805800756621, 0.03125]",trivia_qa
dense,Which British Prime Minister said of Downing Street ‘One of the most precious jewels in the national heritage’?,"['Margaret Thatcher', 'Baroness Margaret Thatcher', 'Lady Thatcher', 'Margret thatcher', 'The Baroness Thatcher', 'Margret Thatcher', 'The Lady Thatcher', 'Margaret Tatcher', 'Mrs T', 'Mrs Thatcher', 'Margaret Hilda Thatcher, Baroness Thatcher', 'Mrs. T', 'Baroness Thatcher of Kesteven', 'Margaret Thatcer', ""Margaret Thatcher's"", 'Mrs Finchley', 'Prime Minister Margaret Thatcher', 'Thatcherian', 'Margaret Thacher', 'Margaret Thatcher bibliography', 'Margaret Thatcher Day', 'M thatcher', 'Lady T', 'Maggie Thatcher', 'Margaret Hilda Thatcher', 'Milk snatcher', 'Baroness The Margaret Thatcher', 'Margaret Thatcher, Baroness Thatcher', 'Margaret Hilda Roberts Thatcher', 'Margeret Thatcher', 'Margareth Thatcher', 'Mrs Denis Thatcher', 'Margaret Hilda Roberts', 'Mrs. Thatcher', 'Milk Snatcher', 'Margaret Thatcher Library', 'Margaret thatcher', 'Baroness Thatcher', 'Margeret thatcher']",margaret thatcher,1.0,1.0,1,0.024287400000048365,1.567989800000305,1.5922772000003533,"[9964, 7004, 7048]","[0.5881491303443909, 0.5349581241607666, 0.5300430059432983]",trivia_qa
sparse,Which British Prime Minister said of Downing Street ‘One of the most precious jewels in the national heritage’?,"['Margaret Thatcher', 'Baroness Margaret Thatcher', 'Lady Thatcher', 'Margret thatcher', 'The Baroness Thatcher', 'Margret Thatcher', 'The Lady Thatcher', 'Margaret Tatcher', 'Mrs T', 'Mrs Thatcher', 'Margaret Hilda Thatcher, Baroness Thatcher', 'Mrs. T', 'Baroness Thatcher of Kesteven', 'Margaret Thatcer', ""Margaret Thatcher's"", 'Mrs Finchley', 'Prime Minister Margaret Thatcher', 'Thatcherian', 'Margaret Thacher', 'Margaret Thatcher bibliography', 'Margaret Thatcher Day', 'M thatcher', 'Lady T', 'Maggie Thatcher', 'Margaret Hilda Thatcher', 'Milk snatcher', 'Baroness The Margaret Thatcher', 'Margaret Thatcher, Baroness Thatcher', 'Margaret Hilda Roberts Thatcher', 'Margeret Thatcher', 'Margareth Thatcher', 'Mrs Denis Thatcher', 'Margaret Hilda Roberts', 'Mrs. Thatcher', 'Milk Snatcher', 'Margaret Thatcher Library', 'Margaret thatcher', 'Baroness Thatcher', 'Margeret thatcher']",margaret thatcher,1.0,1.0,1,0.10916599999973187,1.4797097999999096,1.5888757999996415,"[7049, 7004, 7003]","[1.0, 0.9224528931971389, 0.7052498306700167]",trivia_qa
hybrid,Which British Prime Minister said of Downing Street ‘One of the most precious jewels in the national heritage’?,"['Margaret Thatcher', 'Baroness Margaret Thatcher', 'Lady Thatcher', 'Margret thatcher', 'The Baroness Thatcher', 'Margret Thatcher', 'The Lady Thatcher', 'Margaret Tatcher', 'Mrs T', 'Mrs Thatcher', 'Margaret Hilda Thatcher, Baroness Thatcher', 'Mrs. T', 'Baroness Thatcher of Kesteven', 'Margaret Thatcer', ""Margaret Thatcher's"", 'Mrs Finchley', 'Prime Minister Margaret Thatcher', 'Thatcherian', 'Margaret Thacher', 'Margaret Thatcher bibliography', 'Margaret Thatcher Day', 'M thatcher', 'Lady T', 'Maggie Thatcher', 'Margaret Hilda Thatcher', 'Milk snatcher', 'Baroness The Margaret Thatcher', 'Margaret Thatcher, Baroness Thatcher', 'Margaret Hilda Roberts Thatcher', 'Margeret Thatcher', 'Margareth Thatcher', 'Mrs Denis Thatcher', 'Margaret Hilda Roberts', 'Mrs. Thatcher', 'Milk Snatcher', 'Margaret Thatcher Library', 'Margaret thatcher', 'Baroness Thatcher', 'Margeret thatcher']",margaret thatcher,1.0,1.0,1,0.16688399999975445,1.512239099999988,1.6791230999997424,"[7004, 7049, 7003]","[0.03225806451612903, 0.03131881575727918, 0.03125763125763126]",trivia_qa
dense,How many pieces are there in a standard set of dominoes?,"['28', 'twenty-eight']",one unique piece,0.0,0.0,1,0.025195099999564263,1.3936816000000363,1.4188766999996005,"[7548, 7553, 7547]","[0.8009172677993774, 0.7554975748062134, 0.734487771987915]",trivia_qa
sparse,How many pieces are there in a standard set of dominoes?,"['28', 'twenty-eight']",28,1.0,1.0,1,0.08007360000010522,1.3923248000000967,1.472398400000202,"[7545, 7548, 7547]","[1.0, 0.8836708594560115, 0.8692814466319573]",trivia_qa
hybrid,How many pieces are there in a standard set of dominoes?,"['28', 'twenty-eight']",28,1.0,1.0,1,0.10940039999968576,1.5647999000002528,1.6742002999999386,"[7548, 7545, 7547]","[0.03252247488101534, 0.032018442622950824, 0.031746031746031744]",trivia_qa
dense,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,"['Dangerous Minds', 'Dangerous Minds (film)', ""My Posse Don't Do Homework""]",dangerous minds,1.0,1.0,1,0.02440569999998843,1.389265599999817,1.4136712999998053,"[817, 818, 799]","[0.5790895819664001, 0.5111050605773926, 0.4989049434661865]",trivia_qa
sparse,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,"['Dangerous Minds', 'Dangerous Minds (film)', ""My Posse Don't Do Homework""]",dangerous minds,1.0,1.0,1,0.07173620000003211,1.1975721000003432,1.2693083000003753,"[799, 818, 817]","[1.0, 0.813840380536225, 0.7003554382699623]",trivia_qa
hybrid,What Michelle Pfeiffer movie got a boost from the Coolio song Gangsta's Paradise?,"['Dangerous Minds', 'Dangerous Minds (film)', ""My Posse Don't Do Homework""]",dangerous minds,1.0,1.0,1,0.10400079999999434,1.4843273000001318,1.5883281000001261,"[817, 799, 818]","[0.032266458495966696, 0.032266458495966696, 0.03225806451612903]",trivia_qa
dense,By what name did Samuel Langhorne Clemens publish his novels under?,"['Mark Twain', 'Thomas Jefferson Snodgrass', 'Sam Clemens', 'Samuel Clements', 'Twainesque', 'Samuel Langhorn Clemens', 'Mark twain', 'Twain, Mark', 'Sergeant Fathom', 'Samuel Longhorn Clemens', 'Samuel L. Clemens', 'Samuel Langhorne Clemens', 'Sam Langhorne Clemens', 'Samuel Clemens', 'SL Clemens', 'Twainian', 'Reports of my death are greatly exaggerated', 'Soleather', 'W. Epaminondas Adrastus Blab', 'Samuel Longhorne Clemens', 'Marc Twain', 'Samual Clemens']",twain,0.0,0.6666666666666666,1,0.025479600000380742,1.5444470000002184,1.5699266000005991,"[14884, 14885, 14886]","[0.5486236810684204, 0.4873957633972168, 0.4618324339389801]",trivia_qa
sparse,By what name did Samuel Langhorne Clemens publish his novels under?,"['Mark Twain', 'Thomas Jefferson Snodgrass', 'Sam Clemens', 'Samuel Clements', 'Twainesque', 'Samuel Langhorn Clemens', 'Mark twain', 'Twain, Mark', 'Sergeant Fathom', 'Samuel Longhorn Clemens', 'Samuel L. Clemens', 'Samuel Langhorne Clemens', 'Sam Langhorne Clemens', 'Samuel Clemens', 'SL Clemens', 'Twainian', 'Reports of my death are greatly exaggerated', 'Soleather', 'W. Epaminondas Adrastus Blab', 'Samuel Longhorne Clemens', 'Marc Twain', 'Samual Clemens']",twain,0.0,0.6666666666666666,1,0.05754500000011831,1.4461883999997553,1.5037333999998737,"[14884, 14886, 14885]","[1.0, 0.7564073525106251, 0.6976890251567271]",trivia_qa
hybrid,By what name did Samuel Langhorne Clemens publish his novels under?,"['Mark Twain', 'Thomas Jefferson Snodgrass', 'Sam Clemens', 'Samuel Clements', 'Twainesque', 'Samuel Langhorn Clemens', 'Mark twain', 'Twain, Mark', 'Sergeant Fathom', 'Samuel Longhorn Clemens', 'Samuel L. Clemens', 'Samuel Langhorne Clemens', 'Sam Langhorne Clemens', 'Samuel Clemens', 'SL Clemens', 'Twainian', 'Reports of my death are greatly exaggerated', 'Soleather', 'W. Epaminondas Adrastus Blab', 'Samuel Longhorne Clemens', 'Marc Twain', 'Samual Clemens']",twain,0.0,0.6666666666666666,1,0.11507010000013906,1.533661000000393,1.648731100000532,"[14884, 14885, 14886]","[0.03278688524590164, 0.03200204813108039, 0.03200204813108039]",trivia_qa
dense,"In La Cage Aux Folles, what was La Cage Aux Folles?","['Nightclub', 'Discotheque', 'Night clubs', 'Diskotek', 'Dance club', 'Clubbers', 'Night club', 'Discothèque', 'Nightclubs', 'Clubber', 'Theque', 'Discoteck', 'Dance Club', 'Discotech', 'Discothèques', 'Clubgoer', 'Nightclub culture', 'List of nightclubs', 'Discoteque', 'Discotheques', 'Discothek', 'History of discotheques', 'Disco Bar', 'Dance clubs', 'Night Clubs', 'Disco pub', 'Discotek', 'Discotheke', 'Club scene', 'Night-club', 'Club night', 'History of nightclubs']",the cage of mad women,0.0,0.28571428571428575,1,0.025312500000381988,1.6407792999998492,1.6660918000002312,"[4236, 4243, 4229]","[0.6253914833068848, 0.603351354598999, 0.5758779048919678]",trivia_qa
sparse,"In La Cage Aux Folles, what was La Cage Aux Folles?","['Nightclub', 'Discotheque', 'Night clubs', 'Diskotek', 'Dance club', 'Clubbers', 'Night club', 'Discothèque', 'Nightclubs', 'Clubber', 'Theque', 'Discoteck', 'Dance Club', 'Discotech', 'Discothèques', 'Clubgoer', 'Nightclub culture', 'List of nightclubs', 'Discoteque', 'Discotheques', 'Discothek', 'History of discotheques', 'Disco Bar', 'Dance clubs', 'Night Clubs', 'Disco pub', 'Discotek', 'Discotheke', 'Club scene', 'Night-club', 'Club night', 'History of nightclubs']",the cage of mad women,0.0,0.28571428571428575,1,0.07107369999994262,1.5754407999997966,1.6465144999997392,"[4242, 4243, 4229]","[1.0, 0.9885458040286124, 0.9181033405397541]",trivia_qa
hybrid,"In La Cage Aux Folles, what was La Cage Aux Folles?","['Nightclub', 'Discotheque', 'Night clubs', 'Diskotek', 'Dance club', 'Clubbers', 'Night club', 'Discothèque', 'Nightclubs', 'Clubber', 'Theque', 'Discoteck', 'Dance Club', 'Discotech', 'Discothèques', 'Clubgoer', 'Nightclub culture', 'List of nightclubs', 'Discoteque', 'Discotheques', 'Discothek', 'History of discotheques', 'Disco Bar', 'Dance clubs', 'Night Clubs', 'Disco pub', 'Discotek', 'Discotheke', 'Club scene', 'Night-club', 'Club night', 'History of nightclubs']",drag performers,0.0,0.0,1,0.09062220000032539,1.498620800000026,1.5892430000003515,"[4243, 4236, 4242]","[0.03225806451612903, 0.032018442622950824, 0.03177805800756621]",trivia_qa
dense,Who succeeded Brezhnev as Soviet premier?,"['Andropov', 'Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov']",yuri andropov,1.0,1.0,1,0.04309419999981401,1.7255417000001216,1.7686358999999356,"[3234, 3240, 3238]","[0.747359037399292, 0.7178833484649658, 0.7090272903442383]",trivia_qa
sparse,Who succeeded Brezhnev as Soviet premier?,"['Andropov', 'Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov']",nikolai tikhonov,0.0,0.0,0,0.03760020000026998,1.735673300000144,1.773273500000414,"[3233, 3239, 3248]","[1.0, 0.8915677108578893, 0.8888276353516579]",trivia_qa
hybrid,Who succeeded Brezhnev as Soviet premier?,"['Andropov', 'Yuri V. Andropov', 'Yuri Andropov', 'Yuriy Andropov', 'Yuri Vladimirovich Andropov', 'Andropou', 'Jurij Vladimirovič Andropov', 'Ю́рий Влади́мирович Андро́пов', 'Juri Andropov', 'Jurij Andropov', 'Yury Andropov', 'Yury Vladimirovich Andropov', 'Jurij Vladimirovic Andropov']",alexei kosygin,0.0,0.0,1,0.055329599999822676,1.3860129999998207,1.4413425999996434,"[3234, 3233, 3239]","[0.03177805800756621, 0.031544957774465976, 0.0315136476426799]",trivia_qa
dense,In which 1969 movie did Michael Caine appear with his brother Stanley.,"['The Italian Job', 'The Italian Job (1969 film)', 'Italian job', 'The Italian Job (film)', 'Italian Job', 'The Italian Job (soundtrack)', 'Charlie Croker', 'The italian job']",battle of britain,0.0,0.0,1,0.010639500000252156,1.3392003999997542,1.3498399000000063,"[11225, 11241, 11223]","[0.6387755870819092, 0.583303689956665, 0.5363447666168213]",trivia_qa
sparse,In which 1969 movie did Michael Caine appear with his brother Stanley.,"['The Italian Job', 'The Italian Job (1969 film)', 'Italian job', 'The Italian Job (film)', 'Italian Job', 'The Italian Job (soundtrack)', 'Charlie Croker', 'The italian job']",dark knight rises,0.0,0.0,0,0.07589760000018941,1.289965200000097,1.3658628000002864,"[11251, 11231, 11226]","[1.0, 0.9411277933842767, 0.8995420330166437]",trivia_qa
hybrid,In which 1969 movie did Michael Caine appear with his brother Stanley.,"['The Italian Job', 'The Italian Job (1969 film)', 'Italian job', 'The Italian Job (film)', 'Italian Job', 'The Italian Job (soundtrack)', 'Charlie Croker', 'The italian job']",battle of britain,0.0,0.0,1,0.09313879999990604,1.2767077000003155,1.3698465000002216,"[11225, 11251, 11223]","[0.03177805800756621, 0.03177805800756621, 0.03149801587301587]",trivia_qa
dense,What is the final event in a decathlon?,"['1500 metres', '1500 distance', 'one thousand, five hundred  distance']","all decathletes who finish the event, rather than just the winner or medal winning athletes, do a round of honour",0.0,0.0,1,0.017171200000120734,1.291895199999999,1.3090664000001198,"[9462, 9464, 9465]","[0.631560206413269, 0.6124434471130371, 0.600844144821167]",trivia_qa
sparse,What is the final event in a decathlon?,"['1500 metres', '1500 distance', 'one thousand, five hundred  distance']","all decathletes who finish the event, rather than just the winner or medal winning athletes, do a round of honour",0.0,0.0,1,0.050271100000372826,1.2366517000000385,1.2869228000004114,"[9462, 9464, 9467]","[1.0, 0.9327410929459891, 0.9283556835763935]",trivia_qa
hybrid,What is the final event in a decathlon?,"['1500 metres', '1500 distance', 'one thousand, five hundred  distance']","all decathletes who finish the event, rather than just the winner or medal winning athletes, do a round of honour",0.0,0.0,1,0.0638464000003296,1.2655491000000438,1.3293955000003734,"[9462, 9464, 9467]","[0.03278688524590164, 0.03225806451612903, 0.03149801587301587]",trivia_qa
dense,What is the state capital of Florida?,"['Tallahassee', 'Tallahasee', 'Talahassee', 'Tallahassee, Fl', 'Tallahassee, FL.', 'Tallahassee (FL)', 'Swift Creek Middle School', 'Flag of Tallahassee, FL', 'Tallahasse', 'Tallahassee, Florida', 'Tallahassee, FL', 'Tallahassee, Fl.', 'Capital of Florida', 'UN/LOCODE:USTLH']",orlando,0.0,0.0,1,0.009639500000048429,1.4974844999997003,1.5071239999997488,"[16204, 15142, 15135]","[0.5554946064949036, 0.5524554252624512, 0.5444231629371643]",trivia_qa
sparse,What is the state capital of Florida?,"['Tallahassee', 'Tallahasee', 'Talahassee', 'Tallahassee, Fl', 'Tallahassee, FL.', 'Tallahassee (FL)', 'Swift Creek Middle School', 'Flag of Tallahassee, FL', 'Tallahasse', 'Tallahassee, Florida', 'Tallahassee, FL', 'Tallahassee, Fl.', 'Capital of Florida', 'UN/LOCODE:USTLH']",tallahassee,1.0,1.0,1,0.03636499999993248,1.3172363999997287,1.3536013999996612,"[15134, 15142, 15156]","[1.0, 0.9522758726886504, 0.9473411083082377]",trivia_qa
hybrid,What is the state capital of Florida?,"['Tallahassee', 'Tallahasee', 'Talahassee', 'Tallahassee, Fl', 'Tallahassee, FL.', 'Tallahassee (FL)', 'Swift Creek Middle School', 'Flag of Tallahassee, FL', 'Tallahasse', 'Tallahassee, Florida', 'Tallahassee, FL', 'Tallahassee, Fl.', 'Capital of Florida', 'UN/LOCODE:USTLH']",tallahassee,1.0,1.0,1,0.05290849999983038,1.4083607000002303,1.4612692000000607,"[15142, 15134, 15139]","[0.03225806451612903, 0.032018442622950824, 0.031009615384615385]",trivia_qa
dense,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,"['James Stewart', 'James Stewart (actor)', 'Jimmy Stuart', 'James stewart (actor)', 'Jimmy Stewart', 'Jimmy stewart', 'Stewart, James']",james stewart,1.0,1.0,1,0.010612900000069203,1.4262214000000313,1.4368343000001005,"[2790, 2791, 9581]","[0.5408841371536255, 0.5088300704956055, 0.5018434524536133]",trivia_qa
sparse,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,"['James Stewart', 'James Stewart (actor)', 'Jimmy Stuart', 'James stewart (actor)', 'Jimmy Stewart', 'Jimmy stewart', 'Stewart, James']",james stewart,1.0,1.0,1,0.07507349999968937,1.391540900000109,1.4666143999997985,"[2791, 2643, 3558]","[1.0, 0.903477054656198, 0.9027467728032669]",trivia_qa
hybrid,Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,"['James Stewart', 'James Stewart (actor)', 'Jimmy Stuart', 'James stewart (actor)', 'Jimmy Stewart', 'Jimmy stewart', 'Stewart, James']",james stewart,1.0,1.0,1,0.10255280000001221,1.3509798999998566,1.4535326999998688,"[2791, 2790, 2643]","[0.03252247488101534, 0.01639344262295082, 0.016129032258064516]",trivia_qa
dense,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,"['Florence Henderson', 'Florence Agnes Henderson', 'Florence Hendersen', 'Flo Henderson']",myra desmond,0.0,0.0,0,0.009938400000010006,1.3991452000000208,1.4090836000000309,"[8679, 8665, 8476]","[0.5273131132125854, 0.5092204213142395, 0.499101847410202]",trivia_qa
sparse,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,"['Florence Henderson', 'Florence Agnes Henderson', 'Florence Hendersen', 'Flo Henderson']",nielsen,0.0,0.0,1,0.10593890000018291,1.3193656000003102,1.4253045000004931,"[3621, 3623, 8478]","[1.0, 0.9829437425443085, 0.9586989599433972]",trivia_qa
hybrid,Who was the only female victim to be killed off in the opening credit sequence in Police Squad?,"['Florence Henderson', 'Florence Agnes Henderson', 'Florence Hendersen', 'Flo Henderson']",myra desmond,0.0,0.0,1,0.13161479999962467,1.3730679999998756,1.5046827999995003,"[8679, 3621, 8665]","[0.01639344262295082, 0.01639344262295082, 0.016129032258064516]",trivia_qa
